Symbol,Price,Type,Strike,"Exp Date",DTE,Bid,Midpoint,Ask,Last,Volume,"Open Interest","Vol/OI Ratio",IV,Time
XENT,30.4,Call,35,08/18/17,6,0.00,0.1,0.10,0.05,1000,1000,1,70.92%,08/11/17
CHTR,394.49,Call,440,01/19/18,160,11.50,12.95,14.40,14.2,1507,1513,1,27.26%,08/11/17
CMCM,10.63,Call,8,03/16/18,216,2.80,3,3.20,3.5,1000,1000,1,43.45%,08/11/17
CMCSA,41.11,Put,38.5,09/08/17,27,0.17,0.21,0.24,0.33,2000,2000,1,24.27%,08/11/17
ZION,44.11,Put,40,09/15/17,34,0.23,0.26,0.29,0.25,2020,2023,1,29.91%,08/11/17
PDCE,40.72,Put,65,01/19/18,160,24.10,24.5,24.90,14.9,1000,1000,1,47.82%,08/11/17
ACRS,25.08,Call,35,11/17/17,97,0.05,0.18,0.30,1.45,1500,1500,1,42.18%,08/11/17
GPRO,9.88,Call,15,08/18/17,6,0.00,0.02,0.02,0.01,1500,1500,1,159.51%,08/11/17
DE,126.7,Put,123,09/01/17,20,2.11,2.24,2.37,1.96,632,635,1,33.74%,08/11/17
PMTS,1.25,Put,2.5,08/18/17,6,1.05,1.25,1.45,0.85,601,600,1,211.85%,08/11/17
DFS,59.64,Put,30,01/19/18,160,0.10,0.15,0.20,0.24,798,795,1,54.13%,08/11/17
PRAH,74.2,Call,90,10/20/17,69,0.00,2.9,2.90,1.05,750,750,1,46.06%,08/11/17
ADP,108.81,Call,118,08/18/17,6,0.05,0.13,0.20,0.15,1000,1001,1,42.66%,08/11/17
GT,30.27,Call,37.5,08/18/17,6,0.00,0.05,0.05,0.37,2000,2000,1,88.64%,08/11/17
VOC,3.66,Call,7.5,10/20/17,69,0.00,0.25,0.25,0.05,2351,2351,1,126.77%,08/11/17
LEE,1.9,Put,2.5,12/15/17,125,0.60,0.8,1.00,0.85,2000,2000,1,88.24%,08/11/17
LFGR,6.75,Call,6,02/16/18,188,1.10,1.35,1.60,1.8,7117,7117,1,50.25%,08/11/17
PNC,128.05,Put,165,01/19/18,160,35.95,37.48,39.00,38.85,600,600,1,28.97%,08/11/17
HAIN,43.34,Put,38,02/16/18,188,1.75,1.9,2.05,1.85,5000,5000,1,35.41%,08/11/17
AERI,50.35,Put,40,09/15/17,34,0.25,0.4,0.55,0.5,750,750,1,60.72%,08/11/17
HALO,11.9,Call,12,12/15/17,125,1.00,1.15,1.30,1.7,1000,1000,1,42.62%,08/11/17
HAL,40.02,Call,49.5,08/18/17,6,0.00,0.02,0.02,0.04,672,672,1,75.00%,08/11/17
HALO,11.9,Put,8,12/15/17,125,0.00,0.2,0.20,0.25,770,770,1,48.91%,08/11/17
POT,17.52,Call,19,03/16/18,216,0.71,0.81,0.90,0.83,600,603,1,24.85%,08/11/17
LLY,81.15,Put,79.5,09/01/17,20,0.54,0.6,0.66,0.82,600,600,1,17.39%,08/11/17
CROX,9.21,Call,9,08/18/17,6,0.30,0.38,0.45,0.42,3145,3150,1,60.14%,08/11/17
PRO,26.08,Call,25,09/15/17,34,1.85,1.95,2.05,2.8,1000,1000,1,43.35%,08/11/17
ALSK,2.19,Put,2.5,01/19/18,160,0.35,0.4,0.45,0.3,1000,1000,1,35.64%,08/11/17
MYL,30.88,Call,38,09/01/17,20,0.00,0.06,0.06,0.44,600,602,1,45.34%,08/11/17
MU,28.01,Call,45,08/18/17,6,0.00,0.03,0.03,0.04,1597,1598,1,164.04%,08/11/17
VRX,13.89,Put,11,08/25/17,13,0.04,0.06,0.07,0.05,751,751,1,85.44%,08/11/17
HOLX,38.2,Put,45,03/16/18,216,7.10,7.3,7.50,6.52,1650,1650,1,23.34%,08/11/17
PWR,35.61,Put,34,09/15/17,34,0.45,0.53,0.60,0.3,1303,1303,1,27.97%,08/11/17
PX,127.44,Call,165,01/19/18,160,0.00,0.55,0.55,0.51,7500,7500,1,21.16%,08/11/17
HRTX,16,Call,17,03/16/18,216,2.90,3.3,3.70,2.9,1001,1001,1,75.15%,08/11/17
HD,154.88,Put,162.5,08/25/17,13,7.75,8.03,8.30,12.16,889,889,1,23.71%,08/11/17
QVCA,22.6,Call,26,01/19/18,160,0.55,0.75,0.95,1.5,1500,1500,1,31.00%,08/11/17
BAC,23.86,Call,34,02/16/18,188,0.00,0.03,0.03,0.11,1010,1015,1,21.06%,08/11/17
ICON,5.58,Call,10,02/16/18,188,0.05,0.13,0.20,0.25,1000,1000,1,59.42%,08/11/17
